,idx,AirQualityStation,img_path,s5p_path,Countrycode,Altitude,PopulationDensity,rural,suburban,urban,background,industrial,traffic,no2
814,814,STA.IT1532A,STA.IT1532A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1532A/l3_mean_europe_2018_2020_005dg.netcdf,IT,344.0,82.9,0,0,1,1,0,0,15.580183276059566
815,815,STA-BG0045A,STA-BG0045A/S2B_MSIL2A_20200316T090659_N0214_R050_T35TMJ_20200316T123434.npy,STA-BG0045A/l3_mean_europe_2018_2020_005dg.netcdf,BG,41.0,78.3,0,0,1,1,0,0,20.80917145560833
816,816,STA-SE0071A,STA-SE0071A/S2A_MSIL2A_20200319T101021_N0214_R022_T33VXF_20200319T130518.npy,STA-SE0071A/l3_mean_europe_2018_2020_005dg.netcdf,SE,34.0,356.6,0,0,1,0,0,1,27.54270905765432
817,817,STA-TR340341,STA-TR340341/S2B_MSIL2A_20200701T085559_N0214_R007_T35TPF_20200701T124301.npy,STA-TR340341/l3_mean_europe_2018_2020_005dg.netcdf,TR,91.0,2900.1,0,0,1,1,0,0,33.903224978769444
818,818,STA-RO0068A,STA-RO0068A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0068A/l3_mean_europe_2018_2020_005dg.netcdf,RO,30.0,7917.1,0,0,1,0,1,0,27.57455455806082
819,819,STA.IT2072A,STA.IT2072A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT2072A/l3_mean_europe_2018_2020_005dg.netcdf,IT,6.0,149.3,1,0,0,1,0,0,18.56153846153846
820,820,STA.IT1876A,STA.IT1876A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT1876A/l3_mean_europe_2018_2020_005dg.netcdf,IT,273.0,410.6,0,1,0,1,0,0,21.593598526877408
821,821,Station_GB1027A,Station_GB1027A/S2B_MSIL2A_20200812T112119_N0214_R037_T30UWE_20200812T132459.npy,Station_GB1027A/l3_mean_europe_2018_2020_005dg.netcdf,GB,89.0,1581.7,0,0,1,1,0,0,23.078448089254422
822,822,STA_ES1817A,STA_ES1817A/S2A_MSIL2A_20200706T104031_N0214_R008_T31TDG_20200706T133310.npy,STA_ES1817A/l3_mean_europe_2018_2020_005dg.netcdf,ES,84.0,718.7,0,1,0,0,0,1,32.03143326296036
823,823,STA.DE_DESH053,STA.DE_DESH053/S2B_MSIL2A_20200807T102559_N0214_R108_T32UPE_20200807T122941.npy,STA.DE_DESH053/l3_mean_europe_2018_2020_005dg.netcdf,DE,6.0,1140.8,0,0,1,0,0,1,26.390294235842248
824,824,STA_PL0582A,STA_PL0582A/S2A_MSIL2A_20200601T095041_N0214_R079_T34UCD_20200601T112207.npy,STA_PL0582A/l3_mean_europe_2018_2020_005dg.netcdf,PL,51.0,270.9,0,0,1,1,0,0,15.023174820021984
825,825,STA-FR04002,STA-FR04002/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04002/l3_mean_europe_2018_2020_005dg.netcdf,FR,28.0,9371.4,0,0,1,1,0,0,30.06023762597762
826,826,STA-TR341231,STA-TR341231/S2A_MSIL2A_20200822T084601_N0214_R107_T35TPF_20200822T113326.npy,STA-TR341231/l3_mean_europe_2018_2020_005dg.netcdf,TR,44.0,2900.1,0,0,1,0,0,1,42.173997908240544
827,827,STA.IT1644A,STA.IT1644A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT1644A/l3_mean_europe_2018_2020_005dg.netcdf,IT,120.0,222.3,1,0,0,1,0,0,10.34967240960932
828,828,STA.IT0643A,STA.IT0643A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT0643A/l3_mean_europe_2018_2020_005dg.netcdf,IT,95.0,119.6,0,0,1,0,0,1,30.627370769802894
829,829,STA.IT1788A,STA.IT1788A/S2B_MSIL2A_20200526T101559_N0214_R065_T32TMR_20200526T135857.npy,STA.IT1788A/l3_mean_europe_2018_2020_005dg.netcdf,IT,240.0,333.8,0,1,0,1,0,0,21.95977301387137
830,830,STA-FR14008,STA-FR14008/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14008/l3_mean_europe_2018_2020_005dg.netcdf,FR,394.0,51.6,1,0,0,1,0,0,5.951637832431604
831,831,STA.CZ_SKLS,STA.CZ_SKLS/S2A_MSIL2A_20200813T100031_N0214_R122_T33UVR_20200813T113828.npy,STA.CZ_SKLS/l3_mean_europe_2018_2020_005dg.netcdf,CZ,219.0,127.0,0,0,1,1,0,0,14.638292559877913
832,832,STA.DE_DENW081,STA.DE_DENW081/S2B_MSIL2A_20200731T103629_N0214_R008_T31UGT_20200731T140558.npy,STA.DE_DENW081/l3_mean_europe_2018_2020_005dg.netcdf,DE,44.0,260.9,1,0,0,1,0,0,24.592133639024723
833,833,STA.CZ_MLOS,STA.CZ_MLOS/S2A_MSIL2A_20200412T095031_N0214_R079_T33UXR_20200412T112326.npy,STA.CZ_MLOS/l3_mean_europe_2018_2020_005dg.netcdf,CZ,258.0,121.4,1,0,0,1,0,0,12.054611538313267
834,834,STA.DE_DEBB063,STA.DE_DEBB063/S2B_MSIL2A_20200807T102559_N0214_R108_T32UPD_20200807T122941.npy,STA.DE_DEBB063/l3_mean_europe_2018_2020_005dg.netcdf,DE,22.0,36.2,0,1,0,1,0,0,10.881411429099508
835,835,STA-PT03099,STA-PT03099/S2B_MSIL2A_20200822T112119_N0214_R037_T29SNC_20200823T151025.npy,STA-PT03099/l3_mean_europe_2018_2020_005dg.netcdf,PT,57.0,1010.7,1,0,0,1,0,0,6.610619973284731
836,836,STA.04.S409,STA.04.S409/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S409/l3_mean_europe_2018_2020_005dg.netcdf,AT,305.0,70.2,0,1,0,1,0,0,14.523238464529657
837,837,STA.IT1440A,STA.IT1440A/S2A_MSIL2A_20201029T095131_N0214_R079_T33SWB_20201029T113346.npy,STA.IT1440A/l3_mean_europe_2018_2020_005dg.netcdf,IT,150.0,190.7,0,1,0,1,0,0,7.049692061484443
838,838,STA_ES0777A,STA_ES0777A/S2A_MSIL2A_20200718T112121_N0214_R037_T29TNH_20200718T123331.npy,STA_ES0777A/l3_mean_europe_2018_2020_005dg.netcdf,ES,270.0,142.1,1,0,0,0,1,0,9.58547838756678
839,839,Station_GB1063A,Station_GB1063A/S2B_MSIL2A_20200812T112119_N0214_R037_T30UWE_20200812T132459.npy,Station_GB1063A/l3_mean_europe_2018_2020_005dg.netcdf,GB,82.0,1581.7,0,0,1,0,0,1,37.15684349715144
840,840,STA.DE_DETH117,STA.DE_DETH117/S2B_MSIL2A_20200406T101559_N0214_R065_T32UPB_20200406T134514.npy,STA.DE_DETH117/l3_mean_europe_2018_2020_005dg.netcdf,DE,196.0,799.0,0,1,0,1,0,0,16.507947602701872
841,841,STA_ES1718A,STA_ES1718A/S2B_MSIL2A_20200826T105619_N0214_R094_T30SVH_20200826T134940.npy,STA_ES1718A/l3_mean_europe_2018_2020_005dg.netcdf,ES,691.0,47.5,0,0,1,0,1,0,13.542512990080304
842,842,STA.DE_DEBY039,STA.DE_DEBY039/S2B_MSIL2A_20200913T101629_N0214_R065_T32UPU_20200913T131152.npy,STA.DE_DEBY039/l3_mean_europe_2018_2020_005dg.netcdf,DE,521.0,4721.9,0,0,1,1,0,0,27.35299503760293
843,843,STA_ES1492A,STA_ES1492A/S2A_MSIL2A_20200725T110631_N0214_R137_T30TWN_20200725T120536.npy,STA_ES1492A/l3_mean_europe_2018_2020_005dg.netcdf,ES,518.0,108.5,0,0,1,0,0,1,21.782448885825872
844,844,STA.IT1674A,STA.IT1674A/S2A_MSIL2A_20200830T095031_N0214_R079_T33TWF_20200830T115423.npy,STA.IT1674A/l3_mean_europe_2018_2020_005dg.netcdf,IT,720.0,55.9,0,1,0,0,1,0,5.912799943400505
845,845,STA-SK0263A,STA-SK0263A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UCV_20200822T115325.npy,STA-SK0263A/l3_mean_europe_2018_2020_005dg.netcdf,SK,425.0,68.7,0,0,1,1,0,0,10.330436154005108
846,846,STA.IT2270A,STA.IT2270A/S2B_MSIL2A_20200101T100319_N0213_R122_T33TVF_20200101T114527.npy,STA.IT2270A/l3_mean_europe_2018_2020_005dg.netcdf,IT,75.0,2634.5,0,0,1,1,0,0,19.486939749131533
847,847,STA.04.S404,STA.04.S404/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.04.S404/l3_mean_europe_2018_2020_005dg.netcdf,AT,274.0,346.7,0,1,0,1,0,0,20.727042602257825
848,848,STA-FR04179,STA-FR04179/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04179/l3_mean_europe_2018_2020_005dg.netcdf,FR,32.0,21043.6,0,0,1,1,0,0,27.524129899863983
849,849,STA-PT01052,STA-PT01052/S2A_MSIL2A_20190902T112111_N0213_R037_T29TNF_20190902T141358.npy,STA-PT01052/l3_mean_europe_2018_2020_005dg.netcdf,PT,47.0,849.1,0,0,1,1,0,0,15.10269994594116
850,850,STA-NL00136,STA-NL00136/S2A_MSIL2A_20200507T104031_N0214_R008_T31UGS_20200507T133648.npy,STA-NL00136/l3_mean_europe_2018_2020_005dg.netcdf,NL,100.0,918.9,0,0,1,0,0,1,26.507219727216192
851,851,Station_GB1052A,Station_GB1052A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1052A/l3_mean_europe_2018_2020_005dg.netcdf,GB,179.0,2751.0,0,0,1,0,0,1,53.1251784095594
852,852,STA_ES1161A,STA_ES1161A/S2B_MSIL2A_20200325T112109_N0214_R037_T29TQH_20200325T150223.npy,STA_ES1161A/l3_mean_europe_2018_2020_005dg.netcdf,ES,838.0,29.9,0,0,1,0,0,1,25.95888837850252
853,853,STA_ES1712A,STA_ES1712A/S2B_MSIL2A_20200819T110629_N0214_R137_T30TVP_20200819T132326.npy,STA_ES1712A/l3_mean_europe_2018_2020_005dg.netcdf,ES,17.0,515.2,0,0,1,1,0,0,23.923934502380675
854,854,STA.IT1208A,STA.IT1208A/S2A_MSIL2A_20200803T100031_N0214_R122_T33TVH_20200803T114800.npy,STA.IT1208A/l3_mean_europe_2018_2020_005dg.netcdf,IT,8.0,259.7,0,0,1,0,0,1,11.742237442922375
855,855,STA-NL00014,STA-NL00014/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFU_20200326T141923.npy,STA-NL00014/l3_mean_europe_2018_2020_005dg.netcdf,NL,2.0,1968.5,0,0,1,1,0,0,23.151456081919022
856,856,STA.IT1672A,STA.IT1672A/S2A_MSIL2A_20200408T101021_N0214_R022_T32TPQ_20200408T161405.npy,STA.IT1672A/l3_mean_europe_2018_2020_005dg.netcdf,IT,1120.0,233.2,1,0,0,1,0,0,16.39041095890411
857,857,STA_ES1396A,STA_ES1396A/S2B_MSIL2A_20200820T103629_N0214_R008_T31TDF_20200820T133254.npy,STA_ES1396A/l3_mean_europe_2018_2020_005dg.netcdf,ES,35.0,718.7,0,0,1,1,0,0,33.059429383212965
858,858,STA-CH0055A,STA-CH0055A/S2A_MSIL2A_20190219T103051_N0211_R108_T31TGM_20190219T133225.npy,STA-CH0055A/l3_mean_europe_2018_2020_005dg.netcdf,CH,383.0,2046.8,0,0,1,1,0,0,34.65564822557117
859,859,STA_ES1811A,STA_ES1811A/S2A_MSIL2A_20200910T105631_N0214_R094_T30TVK_20200910T135152.npy,STA_ES1811A/l3_mean_europe_2018_2020_005dg.netcdf,ES,761.0,827.3,0,1,0,0,0,1,14.969445405280757
860,860,STA.DE_DERP016,STA.DE_DERP016/S2B_MSIL2A_20200601T103629_N0214_R008_T32UMB_20200601T135554.npy,STA.DE_DERP016/l3_mean_europe_2018_2020_005dg.netcdf,DE,480.0,200.5,1,0,0,1,0,0,7.236646955577822
861,861,STA.DE_DEHE008,STA.DE_DEHE008/S2B_MSIL2A_20200807T102559_N0214_R108_T32UMA_20200807T132026.npy,STA.DE_DEHE008/l3_mean_europe_2018_2020_005dg.netcdf,DE,100.0,3061.1,0,0,1,1,0,0,29.37202566527371
862,862,STA-BETR802,STA-BETR802/S2A_MSIL2A_20200530T105031_N0214_R051_T31UES_20200530T134211.npy,STA-BETR802/l3_mean_europe_2018_2020_005dg.netcdf,BE,6.0,1093.8,0,0,1,0,0,1,40.11435637734071
863,863,STA_PL0509A,STA_PL0509A/S2B_MSIL2A_20200325T094029_N0214_R036_T34UDC_20200325T130308.npy,STA_PL0509A/l3_mean_europe_2018_2020_005dg.netcdf,PL,180.0,98.3,0,0,1,1,0,0,18.84690923299882
864,864,STA.DE_DESL013,STA.DE_DESL013/S2B_MSIL2A_20200422T103619_N0214_R008_T32ULV_20200422T140230.npy,STA.DE_DESL013/l3_mean_europe_2018_2020_005dg.netcdf,DE,181.0,426.9,0,1,0,1,0,0,20.671254575111035
865,865,STA-FR04014,STA-FR04014/S2A_MSIL2A_20200520T105031_N0214_R051_T31UDQ_20200520T134332.npy,STA-FR04014/l3_mean_europe_2018_2020_005dg.netcdf,FR,40.0,21043.6,0,0,1,1,0,0,33.671756460433684
866,866,STA-BETN046,STA-BETN046/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETN046/l3_mean_europe_2018_2020_005dg.netcdf,BE,70.0,324.8,1,0,0,1,0,0,17.869404300317235
867,867,STA-DK0034A,STA-DK0034A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-DK0034A/l3_mean_europe_2018_2020_005dg.netcdf,DK,5.0,4481.8,0,0,1,0,0,1,38.92992525134297
868,868,STA-RO0072A,STA-RO0072A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TMK_20200823T110634.npy,STA-RO0072A/l3_mean_europe_2018_2020_005dg.netcdf,RO,30.0,314.7,1,0,0,1,0,0,11.469423528858911
869,869,STA-FR35003,STA-FR35003/S2A_MSIL2A_20200729T105031_N0214_R051_T31TCL_20200729T134025.npy,STA-FR35003/l3_mean_europe_2018_2020_005dg.netcdf,FR,288.0,67.4,0,0,1,1,0,0,16.367318141469873
870,870,STA-TR160231,STA-TR160231/S2B_MSIL2A_20200628T084559_N0214_R107_T35TPE_20200628T114603.npy,STA-TR160231/l3_mean_europe_2018_2020_005dg.netcdf,TR,189.0,284.2,0,0,1,0,0,1,62.65975838809268
871,871,STA_ES1915A,STA_ES1915A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SYH_20200719T134605.npy,STA_ES1915A/l3_mean_europe_2018_2020_005dg.netcdf,ES,55.0,321.5,0,0,1,1,0,0,23.780591688730286
872,872,STA_NO0059A,STA_NO0059A/S2B_MSIL2A_20200809T110629_N0214_R137_T32VKM_20200809T140506.npy,STA_NO0059A/l3_mean_europe_2018_2020_005dg.netcdf,NO,20.0,35.4,0,0,1,0,0,1,30.884027038055603
873,873,STA.IE.IE001CM,STA.IE.IE001CM/S2A_MSIL2A_20200103T113451_N0213_R080_T29UPU_20200103T123759.npy,STA.IE.IE001CM/l3_mean_europe_2018_2020_005dg.netcdf,IE,20.0,46.3,0,1,0,1,0,0,11.025467342521242
874,874,STA-LU0111A,STA-LU0111A/S2A_MSIL2A_20200407T104021_N0214_R008_T31UGQ_20200407T113125.npy,STA-LU0111A/l3_mean_europe_2018_2020_005dg.netcdf,LU,284.0,235.1,0,0,1,0,0,1,42.06124267204224
875,875,STA.IT1745A,STA.IT1745A/S2B_MSIL2A_20201216T100329_N0214_R122_T33TUH_20201216T122746.npy,STA.IT1745A/l3_mean_europe_2018_2020_005dg.netcdf,IT,282.0,106.0,0,1,0,0,1,0,10.904074872242454
876,876,STA_ES0041A,STA_ES0041A/S2A_MSIL2A_20200725T110631_N0214_R137_T30TWN_20200725T120536.npy,STA_ES0041A/l3_mean_europe_2018_2020_005dg.netcdf,ES,32.0,515.2,0,0,1,0,0,1,39.070369470102094
877,877,STA-LT00043,STA-LT00043/S2A_MSIL2A_20200817T094041_N0214_R036_T34UFG_20200817T110529.npy,STA-LT00043/l3_mean_europe_2018_2020_005dg.netcdf,LT,44.0,71.8,0,0,1,0,1,0,17.140621986149718
878,878,STA.03.1703,STA.03.1703/S2A_MSIL2A_20200922T100031_N0214_R122_T33UWP_20200924T114821.npy,STA.03.1703/l3_mean_europe_2018_2020_005dg.netcdf,AT,190.0,127.8,0,1,0,1,0,0,13.22199826763558
879,879,STA-FR21060,STA-FR21060/S2B_MSIL2A_20200720T110619_N0214_R137_T30UYV_20200720T131521.npy,STA-FR21060/l3_mean_europe_2018_2020_005dg.netcdf,FR,28.0,123.7,0,0,1,0,0,1,13.224693373538136
880,880,Station_GB1013A,Station_GB1013A/S2A_MSIL2A_20200625T110631_N0214_R137_T30UWD_20200625T122333.npy,Station_GB1013A/l3_mean_europe_2018_2020_005dg.netcdf,GB,134.0,4275.4,0,0,1,1,0,0,18.02739088975837
881,881,STA-FI00431,STA-FI00431/S2A_MSIL2A_20200614T100031_N0214_R122_T35VMK_20200614T131849.npy,STA-FI00431/l3_mean_europe_2018_2020_005dg.netcdf,FI,143.0,16.5,0,1,0,1,0,0,8.104174502936267
882,882,STA.IT1553A,STA.IT1553A/S2B_MSIL2A_20201119T101319_N0214_R022_T32TPP_20201119T120649.npy,STA.IT1553A/l3_mean_europe_2018_2020_005dg.netcdf,IT,48.0,305.6,1,0,0,1,0,0,18.22137311984473
883,883,STA_NO0122A,STA_NO0122A/S2B_MSIL2A_20200624T104629_N0214_R051_T32VNM_20200624T134207.npy,STA_NO0122A/l3_mean_europe_2018_2020_005dg.netcdf,NO,95.0,1567.8,0,1,0,0,0,1,36.41393014494674
884,884,STA-RO0159A,STA-RO0159A/S2A_MSIL2A_20200825T085601_N0214_R007_T35TNK_20200825T115135.npy,STA-RO0159A/l3_mean_europe_2018_2020_005dg.netcdf,RO,22.0,59.2,0,0,1,1,0,0,32.352208668313004
885,885,STA.IT1904A,STA.IT1904A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT1904A/l3_mean_europe_2018_2020_005dg.netcdf,IT,620.0,119.6,1,0,0,1,0,0,10.305082728246637
886,886,STA.IT1903A,STA.IT1903A/S2A_MSIL2A_20200620T102031_N0214_R065_T32TMQ_20200620T131229.npy,STA.IT1903A/l3_mean_europe_2018_2020_005dg.netcdf,IT,119.0,142.9,0,0,1,0,0,1,31.35460390634477
887,887,STA.IT0953A,STA.IT0953A/S2A_MSIL2A_20200813T100031_N0214_R122_T32TQM_20200813T113828.npy,STA.IT0953A/l3_mean_europe_2018_2020_005dg.netcdf,IT,50.0,823.7,0,0,1,1,0,0,28.38837615365428
888,888,STA-DK0045A,STA-DK0045A/S2A_MSIL2A_20200325T103021_N0214_R108_T33UUB_20200325T144818.npy,STA-DK0045A/l3_mean_europe_2018_2020_005dg.netcdf,DK,25.0,4481.8,0,0,1,1,0,0,13.173214013867335
889,889,STA_PL0249A,STA_PL0249A/S2A_MSIL2A_20200806T101031_N0214_R022_T33UVV_20200806T115620.npy,STA_PL0249A/l3_mean_europe_2018_2020_005dg.netcdf,PL,26.0,1721.9,0,0,1,0,0,1,24.873759642653265
890,890,STA.IT1663A,STA.IT1663A/S2A_MSIL2A_20200906T094041_N0214_R036_T34TBL_20200906T120655.npy,STA.IT1663A/l3_mean_europe_2018_2020_005dg.netcdf,IT,10.0,212.4,0,1,0,1,0,0,10.506754434344098
891,891,STA_ES1877A,STA_ES1877A/S2B_MSIL2A_20200106T105339_N0213_R051_T31TBE_20200106T121433.npy,STA_ES1877A/l3_mean_europe_2018_2020_005dg.netcdf,ES,27.0,86.2,0,0,1,0,1,0,23.064422378299827
892,892,STA-FR36002,STA-FR36002/S2A_MSIL2A_20200825T104031_N0214_R008_T31TFK_20200825T151314.npy,STA-FR36002/l3_mean_europe_2018_2020_005dg.netcdf,FR,125.0,79.1,0,0,1,1,0,0,20.557568406559287
893,893,STA_ES2018A,STA_ES2018A/S2B_MSIL2A_20200106T105339_N0213_R051_T31TBE_20200106T121433.npy,STA_ES2018A/l3_mean_europe_2018_2020_005dg.netcdf,ES,200.0,236.0,1,0,0,1,0,0,7.163789937568858
894,894,STA-SK0037A,STA-SK0037A/S2B_MSIL2A_20200822T094039_N0214_R036_T34UEV_20200822T115325.npy,STA-SK0037A/l3_mean_europe_2018_2020_005dg.netcdf,SK,160.0,92.1,0,0,1,1,0,0,9.54619233793189
895,895,STA-SI0003A,STA-SI0003A/S2B_MSIL2A_20200111T100259_N0213_R122_T33TVM_20200111T124214.npy,STA-SI0003A/l3_mean_europe_2018_2020_005dg.netcdf,SI,299.0,234.4,0,0,1,1,0,0,26.221986363238457
896,896,STA-FR33211,STA-FR33211/S2A_MSIL2A_20190219T103051_N0211_R108_T31TGM_20190219T133225.npy,STA-FR33211/l3_mean_europe_2018_2020_005dg.netcdf,FR,441.0,178.9,0,0,1,1,0,0,19.14776291164437
897,897,STA.IT0707A,STA.IT0707A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0707A/l3_mean_europe_2018_2020_005dg.netcdf,IT,249.0,410.6,0,0,1,1,0,0,31.05265839985103
898,898,STA_NO0112A,STA_NO0112A/S2B_MSIL2A_20201012T104909_N0214_R051_T32VNL_20201012T133544.npy,STA_NO0112A/l3_mean_europe_2018_2020_005dg.netcdf,NO,100.0,75.7,0,1,0,0,0,1,21.792609984638084
899,899,STA-RO0100A,STA-RO0100A/S2B_MSIL2A_20200823T090559_N0214_R050_T35TLK_20200823T110634.npy,STA-RO0100A/l3_mean_europe_2018_2020_005dg.netcdf,RO,296.0,86.0,0,1,0,1,0,0,9.653123135594042
900,900,STA-BETN063,STA-BETN063/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETN063/l3_mean_europe_2018_2020_005dg.netcdf,BE,145.0,367.3,1,0,0,1,0,0,15.666903661571276
901,901,STA.10.ENK1,STA.10.ENK1/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVP_20200408T161405.npy,STA.10.ENK1/l3_mean_europe_2018_2020_005dg.netcdf,AT,525.0,103.1,1,0,0,1,0,0,11.141902875988086
902,902,STA-TR160512,STA-TR160512/S2B_MSIL2A_20200628T084559_N0214_R107_T35TPE_20200628T114603.npy,STA-TR160512/l3_mean_europe_2018_2020_005dg.netcdf,TR,143.0,284.2,0,1,0,1,0,0,34.867312416080665
903,903,STA.IT1899A,STA.IT1899A/S2A_MSIL2A_20200522T095041_N0214_R079_T33SVB_20200522T122957.npy,STA.IT1899A/l3_mean_europe_2018_2020_005dg.netcdf,IT,160.0,311.1,0,0,1,1,0,0,14.514614033943865
904,904,STA_ES1822A,STA_ES1822A/S2A_MSIL2A_20200824T110631_N0214_R137_T30STF_20200824T154400.npy,STA_ES1822A/l3_mean_europe_2018_2020_005dg.netcdf,ES,390.0,170.9,1,0,0,0,1,0,4.240884638374179
905,905,STA-FR23110,STA-FR23110/S2B_MSIL2A_20200730T110619_N0214_R137_T30TWT_20200730T131922.npy,STA-FR23110/l3_mean_europe_2018_2020_005dg.netcdf,FR,10.0,207.5,0,0,1,1,0,0,9.441249114281346
906,906,STA.DE_DEBB092,STA.DE_DEBB092/S2A_MSIL2A_20200408T101021_N0214_R022_T33UVU_20200408T161405.npy,STA.DE_DEBB092/l3_mean_europe_2018_2020_005dg.netcdf,DE,74.0,403.2,0,1,0,1,0,0,13.583174716113955
907,907,STA-FR09017,STA-FR09017/S2B_MSIL2A_20200806T105619_N0214_R094_T30TXR_20200806T131026.npy,STA-FR09017/l3_mean_europe_2018_2020_005dg.netcdf,FR,29.0,58.8,0,0,1,1,0,0,12.380683241954284
908,908,STA.IT1701A,STA.IT1701A/S2A_MSIL2A_20200906T094041_N0214_R036_T34TBL_20200906T120655.npy,STA.IT1701A/l3_mean_europe_2018_2020_005dg.netcdf,IT,10.0,212.4,0,1,0,0,0,1,17.775131311987238
909,909,STA.IT0742A,STA.IT0742A/S2A_MSIL2A_20190914T102021_N0213_R065_T32TNR_20190914T140933.npy,STA.IT0742A/l3_mean_europe_2018_2020_005dg.netcdf,IT,345.0,278.9,0,1,0,1,0,0,20.841389813667806
910,910,STA-FR14051,STA-FR14051/S2A_MSIL2A_20200917T105031_N0214_R051_T31UFR_20200917T134757.npy,STA-FR14051/l3_mean_europe_2018_2020_005dg.netcdf,FR,160.0,51.6,0,0,1,1,0,0,15.40725676489307
911,911,STA.DE_DEBW038,STA.DE_DEBW038/S2A_MSIL2A_20190828T103021_N0213_R108_T32TNT_20190828T164154.npy,STA.DE_DEBW038/l3_mean_europe_2018_2020_005dg.netcdf,DE,404.0,483.1,0,0,1,1,0,0,21.20914491724022
912,912,STA.IE.IE005AP,STA.IE.IE005AP/S2A_MSIL2A_20200415T114351_N0214_R123_T29UPV_20200415T142447.npy,STA.IE.IE005AP/l3_mean_europe_2018_2020_005dg.netcdf,IE,10.0,1487.3,0,0,1,0,0,1,43.56620775566957
913,913,STA.06.195,STA.06.195/S2A_MSIL2A_20200405T100021_N0214_R122_T33TWM_20200405T115512.npy,STA.06.195/l3_mean_europe_2018_2020_005dg.netcdf,AT,365.0,86.8,0,1,0,1,0,0,13.22004304809031
914,914,STA_ES1914A,STA_ES1914A/S2A_MSIL2A_20200719T105031_N0214_R051_T30SXH_20200719T134605.npy,STA_ES1914A/l3_mean_europe_2018_2020_005dg.netcdf,ES,355.0,321.5,0,1,0,1,0,0,8.629689298043731
915,915,STA-TR170141,STA-TR170141/S2A_MSIL2A_20200716T085601_N0214_R007_T35TME_20200716T120405.npy,STA-TR170141/l3_mean_europe_2018_2020_005dg.netcdf,TR,9.0,55.6,0,0,1,1,0,0,21.95640931922797
916,916,Station_GB1059A,Station_GB1059A/S2A_MSIL2A_20200206T111231_N0214_R137_T30UXD_20200206T122704.npy,Station_GB1059A/l3_mean_europe_2018_2020_005dg.netcdf,GB,43.0,4405.0,0,0,1,0,0,1,34.17685095617612
917,917,STA.IT2028A,STA.IT2028A/S2B_MSIL2A_20200524T094029_N0214_R036_T33SWC_20200524T123152.npy,STA.IT2028A/l3_mean_europe_2018_2020_005dg.netcdf,IT,20.0,171.3,0,0,1,1,0,0,17.982631115434565
918,918,STA-RO0122A,STA-RO0122A/S2B_MSIL2A_20200915T092029_N0214_R093_T35TLL_20200915T112537.npy,STA-RO0122A/l3_mean_europe_2018_2020_005dg.netcdf,RO,579.0,103.4,0,0,1,0,1,0,41.47560302076749
919,919,STA-BETN054,STA-BETN054/S2B_MSIL2A_20200326T104639_N0214_R051_T31UFS_20200326T141923.npy,STA-BETN054/l3_mean_europe_2018_2020_005dg.netcdf,BE,135.0,434.6,1,0,0,1,0,0,15.183253588516749
920,920,STA.DE_DEBY068,STA.DE_DEBY068/S2B_MSIL2A_20200807T102559_N0214_R108_T32UNA_20200807T132026.npy,STA.DE_DEBY068/l3_mean_europe_2018_2020_005dg.netcdf,DE,231.0,1535.3,0,0,1,1,0,0,21.268322354175336
921,921,STA.CZ_MJES,STA.CZ_MJES/S2A_MSIL2A_20200412T095031_N0214_R079_T33UXR_20200412T112326.npy,STA.CZ_MJES/l3_mean_europe_2018_2020_005dg.netcdf,CZ,625.0,121.4,1,0,0,1,0,0,5.2840554658035925
922,922,STA.IT1456A,STA.IT1456A/S2B_MSIL2A_20200705T101559_N0214_R065_T32TNP_20200705T135630.npy,STA.IT1456A/l3_mean_europe_2018_2020_005dg.netcdf,IT,2.0,250.3,0,0,1,0,0,1,41.87218958066706
